datetime,image,algo,K,thresholds,time_sec,FE,fitness,PSNR,SSIM,noise_type,noise_amt_percent
2025-10-26 18:22:24,lena.gray.bmp,GA_K3,3,35;112;113,2.417105,1.089396,-1.089396,16.581995,0.327069,salt-pepper,3.00
2025-10-26 18:22:24,lena.gray.bmp,GA_K4,4,35;108;109;176,2.624190,1.216797,-1.216797,18.716851,0.336538,salt-pepper,3.00
2025-10-26 18:22:24,lena.gray.bmp,GA_K5,5,38;67;112;113;177,2.806039,1.355430,-1.355430,20.148154,0.398914,salt-pepper,3.00
2025-10-26 18:22:24,lena.gray.bmp,GA_K6,6,38;66;111;112;171;172,3.347027,1.412464,-1.412464,20.235291,0.405570,salt-pepper,3.00
2025-10-26 18:22:24,lena.gray.bmp,GA_K7,7,37;68;93;114;115;172;173,3.378843,1.495873,-1.495873,20.670993,0.429581,salt-pepper,3.00
2025-10-26 18:22:24,lena.gray.bmp,WOA_K2,2,112;113,1.937719,0.937703,-0.937703,16.300879,0.359203,salt-pepper,3.00
2025-10-26 18:22:24,lena.gray.bmp,WOA_K3,3,35;112;113,2.163119,1.089396,-1.089396,16.581995,0.327069,salt-pepper,3.00
2025-10-26 18:22:24,lena.gray.bmp,WOA_K4,4,37;68;115;116,2.680937,1.235329,-1.235329,17.865112,0.391810,salt-pepper,3.00
2025-10-26 18:22:25,lena.gray.bmp,WOA_K5,5,38;67;112;113;177,3.035116,1.355430,-1.355430,20.148154,0.398914,salt-pepper,3.00
2025-10-26 18:22:25,lena.gray.bmp,WOA_K6,6,37;66;109;110;137;170,3.178975,1.429433,-1.429433,20.923140,0.428616,salt-pepper,3.00
2025-10-26 18:22:25,lena.gray.bmp,WOA_K7,7,38;39;103;108;131;172;173,3.329060,1.488582,-1.488582,20.127379,0.395617,salt-pepper,3.00
