datetime,image,algo,K,thresholds,time_sec,FE,fitness,PSNR,SSIM,noise_type,noise_amt_percent
2025-10-26 14:03:26,lena.bmp,Otsu_K5,5,60;95;118;144;172,0.034401,1.099979,-1.099979,26.233279,0.752948,none,0.00
2025-10-26 14:03:26,lena.bmp,Otsu_K6,6,60;78;95;118;144;172,0.046074,1.189913,-1.189913,26.741737,0.782895,none,0.00
2025-10-26 14:03:26,lena.bmp,FCM_K2,2,77;137,0.001257,0.706474,-0.706474,21.524095,0.658334,none,0.00
2025-10-26 14:03:26,lena.bmp,FCM_K3,3,63;102;147,0.002350,0.869206,-0.869206,23.722509,0.706038,none,0.00
2025-10-26 14:03:26,lena.bmp,FCM_K4,4,57;91;121;157,0.003094,1.016252,-1.016252,24.877437,0.734647,none,0.00
2025-10-26 14:03:26,lena.bmp,FCM_K5,5,53;81;105;129;162,0.004965,1.135445,-1.135445,25.697428,0.767608,none,0.00
2025-10-26 14:03:26,lena.bmp,FCM_K6,6,53;79;102;124;149;176,0.002890,1.196646,-1.196646,27.079301,0.783598,none,0.00
2025-10-26 14:03:27,lena.bmp,PSO_K2,2,112;113,0.564416,0.871924,-0.871924,16.775919,0.541783,none,0.00
2025-10-26 14:03:27,lena.bmp,PSO_K3,3,109;110;175,0.661221,0.991244,-0.991244,19.829491,0.581992,none,0.00
2025-10-26 14:03:27,lena.bmp,PSO_K4,4,35;108;109;176,0.743062,1.106187,-1.106187,20.944511,0.565469,none,0.00
2025-10-26 14:03:27,lena.bmp,PSO_K5,5,38;67;112;113;176,0.866474,1.249300,-1.249300,23.840217,0.644266,none,0.00
2025-10-26 14:03:27,lena.bmp,PSO_K6,6,37;66;111;112;171;172,1.056592,1.308372,-1.308372,23.854982,0.647118,none,0.00
2025-10-26 14:03:27,lena.bmp,GA_K2,2,112;113,0.701561,0.871924,-0.871924,16.775919,0.541783,none,0.00
2025-10-26 14:03:27,lena.bmp,GA_K3,3,109;110;175,0.790392,0.991244,-0.991244,19.829491,0.581992,none,0.00
2025-10-26 14:03:27,lena.bmp,GA_K4,4,35;108;109;176,0.875151,1.106187,-1.106187,20.944511,0.565469,none,0.00
2025-10-26 14:03:27,lena.bmp,GA_K5,5,37;69;112;115;176,0.934802,1.242380,-1.242380,24.055389,0.646926,none,0.00
2025-10-26 14:03:27,lena.bmp,GA_K6,6,38;67;111;112;173;174,1.012162,1.307846,-1.307846,23.985901,0.650188,none,0.00
2025-10-26 14:03:27,lena.bmp,WOA_K2,2,112;113,0.642974,0.871924,-0.871924,16.775919,0.541783,none,0.00
2025-10-26 14:03:27,lena.bmp,WOA_K3,3,35;111;112,0.713111,0.985107,-0.985107,17.202194,0.516476,none,0.00
2025-10-26 14:03:27,lena.bmp,WOA_K4,4,36;99;111;174,0.780720,1.100297,-1.100297,22.304433,0.597529,none,0.00
2025-10-26 14:03:27,lena.bmp,WOA_K5,5,37;68;103;114;174,0.892265,1.234564,-1.234564,24.601884,0.671582,none,0.00
2025-10-26 14:03:27,lena.bmp,WOA_K6,6,37;38;74;91;118;119,0.954549,1.351350,-1.351350,19.995976,0.639143,none,0.00
