datetime,image,algo,K,thresholds,time_sec,FE,fitness,PSNR,SSIM,noise_type,noise_amt_percent
2025-10-26 13:16:43,lena.bmp,Otsu,6,60;78;95;118;144;172,0.043648,1.189913,-1.189913,26.741737,0.782895,none,0.00
2025-10-26 13:16:43,lena.bmp,FCM,6,53;79;102;124;149;176,0.003808,1.196646,-1.196646,27.079301,0.783598,none,0.00
2025-10-26 13:16:43,lena.bmp,PSO,6,37;66;109;110;137;170,0.908814,1.326243,-1.326243,25.608712,0.688684,none,0.00
2025-10-26 13:16:43,lena.bmp,GA,6,38;67;113;114;171;172,0.993036,1.307047,-1.307047,24.084884,0.649777,none,0.00
2025-10-26 13:16:43,lena.bmp,WOA,6,37;67;98;114;133;173,0.932092,1.323488,-1.323488,26.556378,0.725743,none,0.00
2025-10-26 13:16:43,lena.bmp,MFWOA,6,37;65;100;113;122;178,0.881896,1.324191,-1.324191,25.763869,0.707084,none,0.00
2025-10-26 13:17:11,lena.bmp,Otsu,6,60;78;95;118;144;172,0.044315,1.189913,-1.189913,26.741737,0.782895,none,0.00
2025-10-26 13:17:11,lena.bmp,FCM,6,53;79;102;124;149;176,0.003424,1.196646,-1.196646,27.079301,0.783598,none,0.00
2025-10-26 13:17:12,lena.bmp,PSO,6,37;66;111;112;171;172,1.108704,1.308372,-1.308372,23.854982,0.647118,none,0.00
2025-10-26 13:17:12,lena.bmp,GA,6,37;66;111;112;172;173,1.272002,1.308180,-1.308180,23.893912,0.646792,none,0.00
2025-10-26 13:17:12,lena.bmp,WOA,6,38;66;101;112;135;172,1.172638,1.323928,-1.323928,26.313084,0.724839,none,0.00
2025-10-26 13:17:12,lena.bmp,MFWOA,6,37;67;100;111;126;174,1.123000,1.323480,-1.323480,26.200233,0.720128,none,0.00
2025-10-26 13:17:24,lena.bmp,Otsu,6,60;78;95;118;144;172,0.045473,1.189913,-1.189913,26.741737,0.782895,none,0.00
2025-10-26 13:17:24,lena.bmp,FCM,6,53;79;102;124;149;176,0.003073,1.196646,-1.196646,27.079301,0.783598,none,0.00
2025-10-26 13:17:24,lena.bmp,PSO,6,37;66;111;112;171;172,1.076254,1.308372,-1.308372,23.854982,0.647118,none,0.00
2025-10-26 13:17:24,lena.bmp,GA,6,37;66;113;114;174;175,1.230327,1.306506,-1.306506,23.937634,0.643017,none,0.00
2025-10-26 13:17:24,lena.bmp,WOA,6,37;67;100;113;135;171,1.173316,1.323939,-1.323939,26.411616,0.723956,none,0.00
2025-10-26 13:17:24,lena.bmp,MFWOA,6,37;67;100;111;126;174,1.100870,1.323480,-1.323480,26.200233,0.720128,none,0.00
2025-10-26 13:17:31,lena.bmp,Otsu,6,60;78;95;118;144;172,0.044760,1.189913,-1.189913,26.741737,0.782895,none,0.00
2025-10-26 13:17:31,lena.bmp,FCM,6,53;79;102;124;149;176,0.003276,1.196646,-1.196646,27.079301,0.783598,none,0.00
2025-10-26 13:17:31,lena.bmp,PSO,6,37;66;111;112;171;172,1.075391,1.308372,-1.308372,23.854982,0.647118,none,0.00
2025-10-26 13:17:31,lena.bmp,GA,6,38;67;111;112;172;173,1.235589,1.308059,-1.308059,23.957328,0.650450,none,0.00
2025-10-26 13:17:31,lena.bmp,WOA,6,37;67;98;113;134;173,1.161469,1.324198,-1.324198,26.561471,0.725269,none,0.00
2025-10-26 13:17:31,lena.bmp,MFWOA,6,37;67;100;111;126;174,1.121177,1.323480,-1.323480,26.200233,0.720128,none,0.00
2025-10-26 13:18:06,lena.bmp,Otsu,6,60;78;95;118;144;172,0.046527,1.189913,-1.189913,26.741737,0.782895,none,0.00
2025-10-26 13:18:06,lena.bmp,FCM,6,53;79;102;124;149;176,0.003740,1.196646,-1.196646,27.079301,0.783598,none,0.00
2025-10-26 13:18:06,lena.bmp,PSO,6,37;66;111;112;171;172,2.173939,1.308372,-1.308372,23.854982,0.647118,none,0.00
2025-10-26 13:18:06,lena.bmp,GA,6,37;66;111;112;172;173,2.624775,1.308180,-1.308180,23.893912,0.646792,none,0.00
2025-10-26 13:18:06,lena.bmp,WOA,6,37;68;98;113;134;173,2.358509,1.324293,-1.324293,26.569013,0.725308,none,0.00
2025-10-26 13:18:06,lena.bmp,MFWOA,6,37;69;96;115;115;174,2.238282,1.335468,-1.335468,24.947060,0.678810,none,0.00
2025-10-26 13:19:57,lena.bmp,MFWOA_K2,2,112;113,1.892318,0.871924,-0.871924,16.775919,0.541783,none,0.00
2025-10-26 13:19:57,lena.bmp,MFWOA_K3,3,109;110;174,1.892318,0.991097,-0.991097,19.838999,0.582916,none,0.00
2025-10-26 13:19:57,lena.bmp,MFWOA_K4,4,38;39;112;112,1.892318,1.141078,-1.141078,17.472428,0.525036,none,0.00
2025-10-26 13:19:57,lena.bmp,MFWOA_K5,5,38;39;110;111;165,1.892318,1.254941,-1.254941,21.791676,0.584514,none,0.00
2025-10-26 13:19:57,lena.bmp,MFWOA_K6,6,37;56;75;113;114;180,1.892318,1.319820,-1.319820,24.373290,0.680528,none,0.00
2025-10-26 13:19:57,lena.bmp,Otsu_K2,2,95;144,0.009127,0.757003,-0.757003,21.370294,0.638032,none,0.00
2025-10-26 13:19:57,lena.bmp,Otsu_K3,3,60;95;144,0.015908,0.867894,-0.867894,23.356989,0.707923,none,0.00
2025-10-26 13:19:58,lena.bmp,Otsu_K4,4,60;95;118;144,0.023414,1.016319,-1.016319,24.151289,0.730506,none,0.00
2025-10-26 13:19:58,lena.bmp,Otsu_K5,5,60;95;118;144;172,0.033144,1.099979,-1.099979,26.233279,0.752948,none,0.00
2025-10-26 13:19:58,lena.bmp,Otsu_K6,6,60;78;95;118;144;172,0.043486,1.189913,-1.189913,26.741737,0.782895,none,0.00
2025-10-26 13:19:58,lena.bmp,FCM_K2,2,77;137,0.001124,0.706474,-0.706474,21.524095,0.658334,none,0.00
2025-10-26 13:19:58,lena.bmp,FCM_K3,3,63;102;147,0.002390,0.869206,-0.869206,23.722509,0.706038,none,0.00
2025-10-26 13:19:58,lena.bmp,FCM_K4,4,57;91;121;157,0.002441,1.016252,-1.016252,24.877437,0.734647,none,0.00
2025-10-26 13:19:58,lena.bmp,FCM_K5,5,53;81;105;129;162,0.004785,1.135445,-1.135445,25.697428,0.767608,none,0.00
2025-10-26 13:19:58,lena.bmp,FCM_K6,6,53;79;102;124;149;176,0.003190,1.196646,-1.196646,27.079301,0.783598,none,0.00
2025-10-26 13:19:58,lena.bmp,PSO_K2,2,112;113,1.383296,0.871924,-0.871924,16.775919,0.541783,none,0.00
2025-10-26 13:19:58,lena.bmp,PSO_K3,3,35;111;112,1.608037,0.985107,-0.985107,17.202194,0.516476,none,0.00
2025-10-26 13:19:58,lena.bmp,PSO_K4,4,35;108;109;176,1.774480,1.106187,-1.106187,20.944511,0.565469,none,0.00
2025-10-26 13:19:58,lena.bmp,PSO_K5,5,38;67;112;113;176,2.053659,1.249300,-1.249300,23.840217,0.644266,none,0.00
2025-10-26 13:19:58,lena.bmp,PSO_K6,6,37;66;109;110;137;170,2.277483,1.326243,-1.326243,25.608712,0.688684,none,0.00
2025-10-26 13:19:58,lena.bmp,GA_K2,2,112;113,1.764333,0.871924,-0.871924,16.775919,0.541783,none,0.00
2025-10-26 13:19:58,lena.bmp,GA_K3,3,109;110;175,2.104751,0.991244,-0.991244,19.829491,0.581992,none,0.00
2025-10-26 13:19:58,lena.bmp,GA_K4,4,35;108;109;176,2.234730,1.106187,-1.106187,20.944511,0.565469,none,0.00
2025-10-26 13:19:58,lena.bmp,GA_K5,5,38;67;112;113;176,2.625502,1.249300,-1.249300,23.840217,0.644266,none,0.00
2025-10-26 13:19:59,lena.bmp,GA_K6,6,38;66;111;112;171;172,2.527157,1.308335,-1.308335,23.866521,0.650758,none,0.00
2025-10-26 13:19:59,lena.bmp,WOA_K2,2,112;113,1.635572,0.871924,-0.871924,16.775919,0.541783,none,0.00
2025-10-26 13:19:59,lena.bmp,WOA_K3,3,35;111;112,1.824536,0.985107,-0.985107,17.202194,0.516476,none,0.00
2025-10-26 13:19:59,lena.bmp,WOA_K4,4,37;68;115;116,3.255262,1.134789,-1.134789,19.017617,0.591804,none,0.00
2025-10-26 13:19:59,lena.bmp,WOA_K5,5,38;64;102;113;141,3.183398,1.223002,-1.223002,23.866592,0.700663,none,0.00
2025-10-26 13:19:59,lena.bmp,WOA_K6,6,37;68;97;114;133;172,2.843710,1.323978,-1.323978,26.503385,0.727121,none,0.00
